0,1,2
3.97,0.0,0.8
4.01,0.0,0.8
4.05,0.0,0.8
4.09,0.0,0.8
4.13,0.0,0.8
4.17,0.0,0.8
4.21,0.0,0.8
4.25,0.0,0.8
4.29,0.0,0.8
4.33,0.0,0.8
4.37,0.0,0.8
4.41,0.0,0.8
4.45,0.0,0.8
4.49,0.0,0.8
4.53,0.0,0.8
4.57,0.0,0.8
4.61,0.0,0.8
4.65,0.0,0.8
4.69,0.0,0.8
4.73,0.0,0.8
4.77,0.0,0.8
4.81,0.0,0.8
4.85,0.0,0.8
4.89,0.0,0.8
4.93,0.0,0.8
4.97,0.0,0.8
5.01,0.0,0.8
5.03,0.0,0.4
5.05,0.0003,0.4
5.07,0.0008,0.4
5.09,0.0017,0.4
5.1099,0.0028,0.4
5.1299,0.0042,0.4
5.1498,0.0059,0.4
5.1697,0.0078,0.4
5.1896,0.0101,0.4
5.2094,0.0126,0.4
5.2292,0.0154,0.4
5.249,0.0184,0.4
5.2687,0.0218,0.4
5.2884,0.0254,0.4
5.308,0.0293,0.4
5.3276,0.0334,0.4
5.3471,0.0379,0.4
5.3665,0.0426,0.4
5.3859,0.0476,0.4
5.4052,0.0528,0.4
5.4244,0.0583,0.4
5.4436,0.0641,0.4
5.4626,0.0702,0.4
5.4816,0.0765,0.4
5.5005,0.0831,0.4
5.5193,0.0899,0.4
5.538,0.097,0.4
5.5566,0.1044,0.4
5.575,0.112,0.4
5.5934,0.1199,0.4
5.6117,0.1281,0.4
5.6298,0.1365,0.4
5.6479,0.1451,0.4
5.6658,0.154,0.4
5.6836,0.1632,0.4
5.7012,0.1726,0.4
5.7187,0.1822,0.4
5.7361,0.1921,0.4
5.7534,0.2022,0.4
5.7705,0.2126,0.4
5.7874,0.2232,0.4
5.8042,0.2341,0.4
5.8209,0.2452,0.4
5.8374,0.2565,0.4
5.8537,0.268,0.4
5.8699,0.2798,0.4
5.8859,0.2918,0.4
5.9017,0.304,0.4
5.9174,0.3164,0.4
5.9328,0.3291,0.4
5.9482,0.342,0.4
5.9633,0.355,0.4
5.9782,0.3683,0.4
5.993,0.3818,0.4
6.0076,0.3955,0.4
6.0219,0.4094,0.4
6.0361,0.4236,0.4
6.0501,0.4379,0.4
6.0639,0.4524,0.4
6.0774,0.467,0.4
6.0908,0.4819,0.4
6.1039,0.497,0.4
6.1169,0.5122,0.4
6.1296,0.5277,0.4
6.1421,0.5433,0.4
6.1544,0.559,0.4
6.1665,0.575,0.4
6.1784,0.5911,0.4
6.19,0.6074,0.4
6.2014,0.6238,0.4
6.2125,0.6404,0.4
6.2235,0.6572,0.4
6.2342,0.6741,0.4
6.2446,0.6911,0.4
6.2548,0.7083,0.4
6.2648,0.7256,0.4
6.2745,0.7431,0.4
6.284,0.7607,0.4
6.2933,0.7784,0.4
6.3023,0.7963,0.4
6.311,0.8143,0.4
6.3195,0.8324,0.4
6.3277,0.8506,0.4
6.3357,0.869,0.4
6.3434,0.8874,0.4
6.3509,0.906,0.4
6.3581,0.9246,0.4
6.365,0.9434,0.4
6.3717,0.9622,0.4
6.3781,0.9812,0.4
6.3843,1.0002,0.4
6.3901,1.0193,0.4
6.3958,1.0385,0.4
6.4011,1.0578,0.4
6.4062,1.0772,0.4
6.411,1.0966,0.4
6.4155,1.116,0.4
6.4198,1.1356,0.4
6.4238,1.1552,0.4
6.4275,1.1748,0.4
6.4309,1.1945,0.4
6.4341,1.2143,0.4
6.437,1.2341,0.4
6.4396,1.2539,0.4
6.4419,1.2738,0.4
6.4439,1.2937,0.4
6.4457,1.3136,0.4
6.4472,1.3335,0.4
6.4484,1.3535,0.4
6.4494,1.3735,0.4
6.45,1.3935,0.4
6.451,1.4134,0.4
6.4522,1.4334,0.4
6.4537,1.4533,0.4
6.4554,1.4733,0.4
6.4575,1.4932,0.4
6.4598,1.513,0.4
6.4624,1.5329,0.4
6.4653,1.5526,0.4
6.4685,1.5724,0.4
6.4719,1.5921,0.4
6.4756,1.6118,0.4
6.4796,1.6314,0.4
6.4839,1.6509,0.4
6.4884,1.6704,0.4
6.4932,1.6898,0.4
6.4983,1.7091,0.4
6.5036,1.7284,0.4
6.5092,1.7476,0.4
6.5151,1.7667,0.4
6.5213,1.7857,0.4
6.5277,1.8047,0.4
6.5344,1.8235,0.4
6.5413,1.8423,0.4
6.5485,1.861,0.4
6.556,1.8795,0.4
6.5637,1.898,0.4
6.5717,1.9163,0.4
6.5799,1.9345,0.4
6.5884,1.9526,0.4
6.5971,1.9706,0.4
6.6061,1.9885,0.4
6.6154,2.0062,0.4
6.6248,2.0238,0.4
6.6346,2.0413,0.4
6.6446,2.0586,0.4
6.6548,2.0758,0.4
6.6652,2.0929,0.4
6.6759,2.1098,0.4
6.6869,2.1265,0.4
6.698,2.1431,0.4
6.7094,2.1596,0.4
6.721,2.1758,0.4
6.7329,2.192,0.4
6.7449,2.2079,0.4
6.7572,2.2237,0.4
6.7698,2.2393,0.4
6.7825,2.2547,0.4
6.7954,2.27,0.4
6.8086,2.285,0.4
6.822,2.2999,0.4
6.8355,2.3146,0.4
6.8493,2.3291,0.4
6.8633,2.3434,0.4
6.8775,2.3575,0.4
6.8918,2.3714,0.4
6.9064,2.3851,0.4
6.9212,2.3986,0.4
6.9361,2.4119,0.4
6.9512,2.425,0.4
6.9665,2.4379,0.4
6.982,2.4505,0.4
6.9977,2.4629,0.4
7.0135,2.4752,0.4
7.0295,2.4872,0.4
7.0457,2.4989,0.4
7.062,2.5105,0.4
7.0785,2.5218,0.4
7.0952,2.5329,0.4
7.112,2.5437,0.4
7.1289,2.5543,0.4
7.146,2.5647,0.4
7.1633,2.5748,0.4
7.1807,2.5847,0.4
7.1982,2.5944,0.4
7.2158,2.6038,0.4
7.2336,2.6129,0.4
7.2515,2.6218,0.4
7.2695,2.6305,0.4
7.2877,2.6389,0.4
7.306,2.647,0.4
7.3243,2.6549,0.4
7.3428,2.6625,0.4
7.3614,2.6699,0.4
7.3801,2.677,0.4
7.3989,2.6839,0.4
7.4178,2.6905,0.4
7.4368,2.6968,0.4
7.4558,2.7028,0.4
7.475,2.7086,0.4
7.4942,2.7141,0.4
7.5135,2.7194,0.4
7.5329,2.7244,0.4
7.5523,2.7291,0.4
7.5718,2.7335,0.4
7.5914,2.7377,0.4
7.611,2.7416,0.4
7.6307,2.7452,0.4
7.6504,2.7485,0.4
7.6701,2.7516,0.4
7.6899,2.7544,0.4
7.7098,2.7569,0.4
7.7297,2.7591,0.4
7.7496,2.7611,0.4
7.7695,2.7627,0.4
7.7894,2.7641,0.4
7.8094,2.7653,0.4
7.8294,2.7661,0.4
7.8494,2.7667,0.4
7.8694,2.7669,0.4
7.8899,2.7669,0.41
7.9109,2.7669,0.42
7.9324,2.7669,0.43
7.9544,2.7669,0.44
7.9769,2.7669,0.45
7.9999,2.7669,0.46
8.0234,2.7669,0.47
8.0474,2.7669,0.48
8.0719,2.7669,0.49
8.0969,2.7669,0.5
8.1224,2.7669,0.51
8.1484,2.7669,0.52
8.1749,2.7669,0.53
8.2019,2.7669,0.54
8.2294,2.7669,0.55
8.2574,2.7669,0.56
8.2859,2.7669,0.57
8.3149,2.7669,0.58
8.3444,2.7669,0.59
8.3744,2.7669,0.6
8.4049,2.7669,0.61
8.4359,2.7669,0.62
8.4674,2.7669,0.63
8.4994,2.7669,0.64
8.5319,2.7669,0.65
8.5649,2.7669,0.66
8.5984,2.7669,0.67
8.6324,2.7669,0.68
8.6669,2.7669,0.69
8.7019,2.7669,0.7
8.7374,2.7669,0.71
8.7734,2.7669,0.72
8.8099,2.7669,0.73
8.8469,2.7669,0.74
8.8844,2.7669,0.75
8.9224,2.7669,0.76
8.9609,2.7669,0.77
8.9999,2.7669,0.78
9.0394,2.7669,0.79
9.0794,2.7669,0.8
9.1194,2.7669,0.8
9.1594,2.7669,0.8
9.1994,2.7669,0.8
9.2394,2.7669,0.8
9.2794,2.7669,0.8
9.3194,2.7669,0.8
9.3594,2.7669,0.8
9.3994,2.7669,0.8
9.4394,2.7669,0.8
9.4794,2.7669,0.8
9.5194,2.7669,0.8
9.5594,2.7669,0.8
9.5994,2.7669,0.8
9.6394,2.7669,0.8
9.6794,2.7669,0.8
9.7194,2.7669,0.8
9.7594,2.7669,0.8
9.7994,2.7669,0.8
9.8394,2.7669,0.8
9.8794,2.7669,0.8
9.9194,2.7669,0.8
9.9594,2.7669,0.8
9.9994,2.7669,0.8
10.0394,2.7669,0.8
10.0794,2.7669,0.8
10.1194,2.7669,0.8
10.1594,2.7669,0.8
10.1994,2.7669,0.8
10.2394,2.7669,0.8
10.2794,2.7669,0.8
10.3194,2.7669,0.8
10.3594,2.7669,0.8
10.3994,2.7669,0.8
10.4394,2.7669,0.8
10.4794,2.7669,0.8
10.5194,2.7669,0.8
10.5594,2.7669,0.8
10.5994,2.7669,0.8
10.6394,2.7669,0.8
10.6794,2.7669,0.8
10.7194,2.7669,0.8
10.7594,2.7669,0.8
10.7994,2.7669,0.8
10.8394,2.7669,0.8
10.8794,2.7669,0.8
10.9194,2.7669,0.8
10.9594,2.7669,0.8
10.9994,2.7669,0.8
11.0394,2.7669,0.8
11.0794,2.7669,0.8
11.1194,2.7669,0.8
11.1594,2.7669,0.8
11.1994,2.7669,0.8
11.2394,2.7669,0.8
11.2794,2.7669,0.8
11.3194,2.7669,0.8
11.3594,2.7669,0.8
11.3994,2.7669,0.8
11.4394,2.7669,0.8
11.4794,2.7669,0.8
11.5194,2.7669,0.8
11.5594,2.7669,0.8
11.5994,2.7669,0.8
11.6394,2.7669,0.8
11.6794,2.7669,0.8
11.7194,2.7669,0.8
11.7594,2.7669,0.8
11.7994,2.7669,0.8
11.8394,2.7669,0.8
11.8794,2.7669,0.8
11.9194,2.7669,0.8
11.9594,2.7669,0.8
11.9994,2.7669,0.8
12.0394,2.7669,0.8
12.0794,2.7669,0.8
12.1194,2.7669,0.8
12.1594,2.7669,0.8
12.1994,2.7669,0.8
12.2394,2.7669,0.8
12.2794,2.7669,0.8
12.3194,2.7669,0.8
12.3594,2.7669,0.8
12.3994,2.7669,0.8
12.4394,2.7669,0.8
12.4794,2.7669,0.8
12.5194,2.7669,0.8
12.5594,2.7669,0.8
12.5994,2.7669,0.8
12.6394,2.7669,0.8
12.6794,2.7669,0.8
12.7194,2.7669,0.8
12.7594,2.7669,0.8
12.7994,2.7669,0.8
12.8394,2.7669,0.8
12.8794,2.7669,0.8
12.9194,2.7669,0.8
12.9594,2.7669,0.8
12.9994,2.7669,0.8
13.0394,2.7669,0.8
13.0794,2.7669,0.8
13.1194,2.7669,0.8
13.1594,2.7669,0.8
13.1994,2.7669,0.8
13.2394,2.7669,0.8
13.279400000000003,2.7669,0.8
13.319400000000002,2.7669,0.8
13.3594,2.7669,0.8
13.3994,2.7669,0.8
13.4394,2.7669,0.8
13.479399999999998,2.7669,0.8
13.519400000000001,2.7669,0.8
13.5594,2.7669,0.8
13.5994,2.7669,0.8
13.639400000000002,2.7669,0.8
13.679400000000001,2.7669,0.8
13.7194,2.7669,0.8
13.7594,2.7669,0.8
13.799399999999999,2.7669,0.8
13.839399999999998,2.7669,0.8
13.8794,2.7669,0.8
13.9194,2.7669,0.8
13.959400000000002,2.7669,0.8
13.999400000000001,2.7669,0.8
14.0394,2.7669,0.8
14.0794,2.7669,0.8
14.119399999999999,2.7669,0.8
14.159399999999998,2.7669,0.8
14.1994,2.7669,0.8
14.2394,2.7669,0.8
14.279400000000003,2.7669,0.8
14.319400000000002,2.7669,0.8
14.3594,2.7669,0.8
14.3994,2.7669,0.8
14.4394,2.7669,0.8
14.479399999999998,2.7669,0.8
14.519400000000001,2.7669,0.8
14.5594,2.7669,0.8
14.5994,2.7669,0.8
14.639400000000002,2.7669,0.8
14.679400000000001,2.7669,0.8
14.7194,2.7669,0.8
14.7594,2.7669,0.8
14.799399999999999,2.7669,0.8
14.839399999999998,2.7669,0.8
14.8794,2.7669,0.8
14.9194,2.7669,0.8
14.959400000000002,2.7669,0.8
14.999400000000001,2.7669,0.8
15.0394,2.7669,0.8
15.0794,2.7669,0.8
15.119399999999999,2.7669,0.8
15.159399999999998,2.7669,0.8
15.1994,2.7669,0.8
15.2394,2.7669,0.8
15.279400000000003,2.7669,0.8
15.319400000000002,2.7669,0.8
15.3594,2.7669,0.8
15.3994,2.7669,0.8
15.4394,2.7669,0.8
15.479399999999998,2.7669,0.8
15.519400000000001,2.7669,0.8
15.5594,2.7669,0.8
15.5994,2.7669,0.8
15.639400000000002,2.7669,0.8
15.679400000000001,2.7669,0.8
15.7194,2.7669,0.8
15.7594,2.7669,0.8
15.799399999999999,2.7669,0.8
15.839399999999998,2.7669,0.8
15.8794,2.7669,0.8
15.9194,2.7669,0.8
15.959400000000002,2.7669,0.8
15.999400000000001,2.7669,0.8
16.0394,2.7669,0.8
16.0794,2.7669,0.8
16.1194,2.7669,0.8
16.159399999999998,2.7669,0.8
16.1994,2.7669,0.8
16.2394,2.7669,0.8
16.279400000000003,2.7669,0.8
16.3194,2.7669,0.8
16.3594,2.7669,0.8
16.3994,2.7669,0.8
16.4394,2.7669,0.8
16.4794,2.7669,0.8
16.5194,2.7669,0.8
16.5594,2.7669,0.8
16.5994,2.7669,0.8
16.639400000000002,2.7669,0.8
16.6794,2.7669,0.8
16.7194,2.7669,0.8
16.7594,2.7669,0.8
16.7994,2.7669,0.8
16.839399999999998,2.7669,0.8
16.8794,2.7669,0.8
16.9194,2.7669,0.8
16.959400000000002,2.7669,0.8
16.9994,2.7669,0.8
17.0394,2.7669,0.8
17.0794,2.7669,0.8
17.1194,2.7669,0.8
17.159399999999998,2.7669,0.8
17.1994,2.7669,0.8
17.2394,2.7669,0.8
17.279400000000003,2.7669,0.8
17.3194,2.7669,0.8
17.3594,2.7669,0.8
17.3994,2.7669,0.8
17.41959529068993,2.766758378533788,0.4
17.439786609037252,2.766333541991596,0.4
17.4599699834807,2.7656255739372773,0.4
17.480141444021555,2.764634613625656,0.4
17.500297023004514,2.7633608559751384,0.4
17.520432755898117,2.761804551529372,0.4
17.540544682074568,2.7599660064079634,0.4
17.560628845588763,2.7578455822462695,0.4
17.58068129595642,2.7554436961242597,0.4
17.600698088931118,2.7527608204844816,0.4
17.620675287280122,2.7497974830391327,0.4
17.640608961558822,2.74655426666626,0.4
17.66049519088363,2.7430318092951103,0.4
17.680330063703224,2.739230803780652,0.4
17.700109678567923,2.7351519977672947,0.4
17.71983014489709,2.730796193541826,0.4
17.739487583744403,2.7261642478756096,0.4
17.759078128560805,2.7212570718560567,0.4
17.778597925955086,2.7160756307074214,0.4
17.79804313645178,2.7106209436009436,0.4
17.817409935246424,2.704894083454381,0.4
17.836694512957845,2.6988961767209707,0.4
17.85589307637747,2.69262840316786,0.4
17.87500184921544,2.686091995644049,0.4
17.894017072843383,2.679288239837896,0.4
17.91293500703373,2.6722184740242243,0.4
17.931751930695402,2.664884088801089,0.4
17.95046414260573,2.657286526816253,0.4
17.969067962138485,2.6494272824834226,0.4
17.987559729987833,2.6413079016882994,0.4
18.00593580888812,2.632929981484513,0.4
18.024192584329285,2.624295169779484,0.4
18.042326465267852,2.615405165010287,0.4
18.060333884833252,2.6062617158095764,0.4
18.078211301029437,2.5968666206616313,0.4
18.095955197431543,2.587221727548606,0.4
18.1135620838776,2.577328933587032,0.4
18.131028497155004,2.567190184654669,0.4
18.14835100168172,2.5568074750077523,0.4
18.165526190182085,2.5461828468887298,0.4
18.18255068435695,2.535318390124563,0.4
18.199421135548228,2.5242162417156653,0.4
18.216134225397536,2.5128785854155575,0.4
18.23268666649892,2.5013076513013344,0.4
18.249075203045464,2.489505715335018,0.4
18.265296611469704,2.4774750989158787,0.4
18.28134770107769,2.4652181684238297,0.4
18.297225314676577,2.452737334753963,0.4
18.31292632919565,2.440035052842341,0.4
18.328447656300604,2.427113821183115,0.4
18.343786243001027,2.4139761813370795,0.4
18.358939072250884,2.400624717431759,0.4
18.373903163541996,2.387062055653118,0.4
18.388675573490257,2.3732908637289993,0.4
18.403253396414623,2.359313850404392,0.4
18.41763376490863,2.3451337649086286,0.4
18.431813850404392,2.330753396414625,0.4
18.445790863729,2.316175573490259,0.4
18.459562055653116,2.301403163541995,0.4
18.47312471743176,2.286439072250886,0.4
18.48647618133708,2.271286243001027,0.4
18.499613821183114,2.2559476563006062,0.4
18.512535052842342,2.2404263291956505,0.4
18.525237334753964,2.2247253146765766,0.4
18.53771816842383,2.208847701077688,0.4
18.54997509891588,2.192796611469705,0.4
18.56200571533502,2.1765752030454646,0.4
18.573807651301333,2.1601866664989213,0.4
18.585378585415558,2.1436342253975367,0.4
18.596716241715665,2.126921135548227,0.4
18.607818390124564,2.110050684356951,0.4
18.618682846888728,2.0930261901820852,0.4
18.629307475007753,2.0758510016817233,0.4
18.63969018465467,2.0585284971550033,0.4
18.64982893358703,2.041062083877602,0.4
18.659721727548604,2.023455197431545,0.4
18.66936662066163,2.005711301029437,0.4
18.678761715809575,1.9878338848332544,0.4
18.68790516501029,1.9698264652678503,0.4
18.696795169779485,1.951692584329284,0.4
18.705429981484514,1.9334358088881192,0.4
18.7138079016883,1.9150597299878354,0.4
18.72192728248342,1.896567962138485,0.4
18.729786526816252,1.8779641426057303,0.4
18.73738408880109,1.8592519306954014,0.4
18.744718474024225,1.840435007033731,0.4
18.751788239837897,1.821517072843385,0.4
18.75859199564405,1.802501849215441,0.4
18.76512840316786,1.7833930763774708,0.4
18.77139617672097,1.764194512957846,0.4
18.777394083454382,1.7449099352464261,0.4
18.78312094360094,1.725543136451783,0.4
18.78857563070742,1.7060979259550861,0.4
18.793757071856056,1.6865781285608068,0.4
18.79866424787561,1.666987583744401,0.4
18.803296193541826,1.6473301448970932,0.4
18.807651997767294,1.627609678567926,0.4
18.81173080378065,1.6078300637032255,0.4
18.81553180929511,1.5879951908836296,0.4
18.81905426666626,1.5681089615588215,0.4
18.822297483039133,1.548175287280124,0.4
18.82526082048448,1.5281980889311195,0.4
18.827943696124258,1.5081812959564216,0.4
18.83034558224627,1.4881288455887638,0.4
18.832466006407962,1.4680446820745674,0.4
18.83430455152937,1.4479327558981172,0.4
18.835860855975138,1.4277970230045134,0.4
18.837134613625658,1.407641444021556,0.4
18.838125573937276,1.3874699834807023,0.4
18.838833541991598,1.3672866090372515,0.4
18.83925837853379,1.3470952906899296,0.4
18.8394,1.3269000000000006,0.4
18.839541621466214,1.306704709310071,0.4
18.839966458008405,1.2865133909627497,0.4
18.840674426062726,1.266330016519299,0.4
18.841665386374345,1.2461585559784447,0.4
18.842939144024864,1.226002976995488,0.4
18.84449544847063,1.205867244101884,0.4
18.84633399359204,1.1857553179254334,0.4
18.848454417753732,1.1656711544112375,0.4
18.850856303875744,1.1456187040435803,0.4
18.853539179515522,1.125601911068882,0.4
18.85650251696087,1.1056247127198773,0.4
18.859745733333742,1.0856910384411804,0.4
18.863268190704893,1.0658048091163717,0.4
18.86706919621935,1.0459699362967758,0.4
18.871148002232708,1.026190321432076,0.4
18.875503806458177,1.006469855102908,0.4
18.880135752124392,0.9868124162555996,0.4
18.885042928143946,0.9672218714391945,0.4
18.890224369292582,0.9477020740449154,0.4
18.89567905639906,0.9282568635482178,0.4
18.90140591654562,0.9088900647535751,0.4
18.907403823279033,0.8896054870421554,0.4
18.913671596832142,0.8704069236225299,0.4
18.920208004355953,0.8512981507845603,0.4
18.927011760162106,0.832282927156617,0.4
18.934081525975778,0.8133649929662704,0.4
18.941415911198913,0.7945480693046,0.4
18.94901347318375,0.7758358573942715,0.4
18.956872717516582,0.7572320378615163,0.4
18.964992098311704,0.7387402700121661,0.4
18.97337001851549,0.7203641911118828,0.4
18.982004830220518,0.7021074156707171,0.4
18.990894834989714,0.6839735347321502,0.4
19.000038284190428,0.6659661151667469,0.4
19.009433379338372,0.6480886989705641,0.4
19.0190782724514,0.6303448025684555,0.4
19.02897106641297,0.6127379161223995,0.4
19.039109815345334,0.5952715028449982,0.4
19.04949252499225,0.5779489983182773,0.4
19.060117153111275,0.5607738098179161,0.4
19.07098160987544,0.5437493156430508,0.4
19.082083758284337,0.5268788644517739,0.4
19.093421414584444,0.5101657746024642,0.4
19.10499234869867,0.4936133335010806,0.4
19.116794284664984,0.47722479695453635,0.4
19.128824901084123,0.4610033885302963,0.4
19.141081831576173,0.4449522989223125,0.4
19.15356266524604,0.42907468532342463,0.4
19.16626494715766,0.4133736708043515,0.4
19.179186178816888,0.3978523436993948,0.4
19.192323818662924,0.38251375699897405,0.4
19.205675282568244,0.3673609277491152,0.4
19.219237944346887,0.3523968364580059,0.4
19.233009136271004,0.3376244265097422,0.4
19.24698614959561,0.3230466035853754,0.4
19.261166235091373,0.30866623509137225,0.4
19.275546603585376,0.2944861495956095,0.4
19.290124426509745,0.28050913627100216,0.4
19.304896836458006,0.26673794434688314,0.4
19.319860927749115,0.2531752825682423,0.4
19.335013756998976,0.2398238186629218,0.4
19.350352343699395,0.2266861788168859,0.4
19.36587367080435,0.21376494715765992,0.4
19.381574685323425,0.20106266524603789,0.4
19.397452298922314,0.18858183157617137,0.4
19.413503388530298,0.17632490108412235,0.4
19.429724796954538,0.16429428466498286,0.4
19.44611333350108,0.15249234869866646,0.4
19.462665774602467,0.14092141458444374,0.4
19.479378864451775,0.12958375828433555,0.4
19.496249315643052,0.11848160987543799,0.4
19.513273809817917,0.10761715311127151,0.4
19.530448998318278,0.09699252499224897,0.4
19.547771502845,0.08660981534533208,0.4
19.565237916122403,0.07647106641296886,0.4
19.58284480256846,0.06657827245139525,0.4
19.600588698970565,0.056933379338369505,0.4
19.618466115166747,0.04753828419042461,0.4
19.636473534732154,0.03839483498971341,0.4
19.654607415670718,0.029504830220517198,0.4
19.672864191111884,0.02087001851548842,0.4
19.691240270012166,0.012492098311701616,0.4
19.709732037861517,0.004372717516578417,0.4
19.72833585739427,-0.0034865268162518337,0.4
19.7470480693046,-0.011084088801087688,0.4
19.76586499296627,-0.018418474024223253,0.4
19.784782927156616,-0.025488239837895055,0.4
19.803798150784562,-0.03229199564404839,0.4
19.822906923622533,-0.03882840316785918,0.4
19.842105487042158,-0.04509617672096988,0.4
19.861390064753575,-0.051094083454380046,0.4
19.88075686354822,-0.05682094360094281,0.4
19.900202074044916,-0.06227563070742037,0.4
19.919721871439197,-0.06745707185605587,0.4
19.939312416255603,-0.0723642478756088,0.4
19.95896985510291,-0.0769961935418253,0.4
19.978690321432076,-0.0813519977672934,0.4
19.99846993629678,-0.08543080378065104,0.4
20.018304809116373,-0.08923180929510899,0.4
20.03819103844118,-0.09275426666625886,0.4
20.058124712719877,-0.09599748303913191,0.4
20.078101911068885,-0.09896082048448096,0.4
20.098118704043582,-0.10164369612425861,0.4
20.11817115441124,-0.1040455822462687,0.4
20.138255317925434,-0.10616600640796281,0.4
20.158367244101886,-0.10800455152937083,0.4
20.17850297699549,-0.10956085597513754,0.4
20.198658555978447,-0.11083461362565528,0.4
20.218830016519302,-0.11182557393727643,0.4
20.23901339096275,-0.11253354199159538,0.4
20.259204709310072,-0.11295837853378732,0.4
20.279400000000003,-0.11309999999999931,0.4
20.299900000000004,-0.11309999999999931,0.41
20.3209,-0.11309999999999931,0.42
20.342400000000005,-0.11309999999999931,0.43
20.364400000000003,-0.11309999999999931,0.44
20.386900000000004,-0.11309999999999931,0.45
20.409900000000004,-0.11309999999999931,0.46
20.433400000000006,-0.11309999999999931,0.47
20.457400000000003,-0.11309999999999931,0.48
20.481900000000003,-0.11309999999999931,0.49
20.5069,-0.11309999999999931,0.5
20.532400000000003,-0.11309999999999931,0.51
20.558400000000006,-0.11309999999999931,0.52
20.584900000000005,-0.11309999999999931,0.53
20.611900000000006,-0.11309999999999931,0.54
20.639400000000002,-0.11309999999999931,0.55
20.667400000000004,-0.11309999999999931,0.56
20.6959,-0.11309999999999931,0.57
20.724900000000005,-0.11309999999999931,0.58
20.754400000000004,-0.11309999999999931,0.59
20.784400000000005,-0.11309999999999931,0.6
20.8149,-0.11309999999999931,0.61
20.845900000000004,-0.11309999999999931,0.62
20.8774,-0.11309999999999931,0.63
20.909400000000005,-0.11309999999999931,0.64
20.941900000000004,-0.11309999999999931,0.65
20.974900000000005,-0.11309999999999931,0.66
21.0084,-0.11309999999999931,0.67
21.042400000000004,-0.11309999999999931,0.68
21.076900000000002,-0.11309999999999931,0.69
21.111900000000006,-0.11309999999999931,0.7
21.147400000000005,-0.11309999999999931,0.71
21.183400000000006,-0.11309999999999931,0.72
21.219900000000003,-0.11309999999999931,0.73
21.2569,-0.11309999999999931,0.74
21.294400000000003,-0.11309999999999931,0.75
21.332400000000003,-0.11309999999999931,0.76
21.370900000000006,-0.11309999999999931,0.77
21.409900000000004,-0.11309999999999931,0.78
21.449400000000004,-0.11309999999999931,0.79
21.489400000000003,-0.11309999999999931,0.8
21.529400000000003,-0.11309999999999931,0.8
21.5694,-0.11309999999999931,0.8
21.609400000000004,-0.11309999999999931,0.8
21.649400000000004,-0.11309999999999931,0.8
21.689400000000006,-0.11309999999999931,0.8
21.729400000000005,-0.11309999999999931,0.8
21.769400000000005,-0.11309999999999931,0.8
21.809400000000004,-0.11309999999999931,0.8
