x1,x2,x3,u,x,y
2.400740855815623,1.006916658065399,-0.2900177218279362,-0.10899060962272829,6.671520498442795,2.3804566682487325
2.4207330727812573,0.9922634936562497,-0.29512821140045403,-0.1129835494137681,6.682209883666353,2.400740855815623
2.4404308413186375,0.9775173692353105,-0.29478308320021107,-0.11192969895559829,6.693145806008737,2.4207330727812573
2.459835724006297,0.9630434841574337,-0.2858804180845492,-0.10710028342259634,6.704327458936322,2.4404308413186375
2.4789544898655285,0.948864723584639,-0.282011920936635,-0.10648211464474684,6.715747941679606,2.459835724006297
2.4977908767589,0.9347787869128459,-0.2815200786934581,-0.10686625790532275,6.727400064996649,2.4789544898655285
2.516343659491297,0.9204230556106855,-0.2909079781188966,-0.11210368497864859,6.739279992990435,2.4977908767589
2.5346074017670177,0.9059790193448716,-0.28750605281633795,-0.10864821060085897,6.751389663364647,2.516343659491297
2.5525837894227927,0.8916810931666288,-0.2849095503385329,-0.1077979219292829,6.76372797053659,2.5346074017670177
2.5702753406795638,0.8774888390605543,-0.2831234754125477,-0.1072564959742119,6.776290066692628,2.5525837894227927
2.5876842774607343,0.8634321782517971,-0.2797836179815773,-0.10572495712704025,6.789071758344981,2.5702753406795638
2.60481244628996,0.8493629962382546,-0.28246842253659993,-0.10776384609580635,6.8020684099390785,2.5876842774607343
2.621658372068495,0.8352271207911369,-0.2828862921790024,-0.10753919549024704,6.8152776415469765,2.60481244628996
2.6382205150619904,0.8209513308896862,-0.28729857135254616,-0.10989099253192576,6.8286978275769785,2.621658372068495
2.6544964290593422,0.8066605294883469,-0.28481097799918614,-0.10777892551965906,6.842328334318267,2.6382205150619904
2.6704885852624596,0.7926060371986094,-0.278566775079555,-0.1047714439437579,6.856166600707374,2.6544964290593422
2.6862004402808157,0.7785426312119633,-0.2830996248986527,-0.10831619964659499,6.87020643512015,2.6704885852624596
2.701630540908457,0.7644976189154074,-0.27940890305512517,-0.10552325140840904,6.884445189523377,2.6862004402808157
2.7167815234178567,0.7506284494755143,-0.276009904091602,-0.10428131677559464,6.898879793200912,2.701630540908457
2.7316554885778723,0.7367457513711596,-0.2787686598169703,-0.10637080047843628,6.913505000178732,2.7167815234178567
2.7462514569147656,0.7228678485282806,-0.27673723428978286,-0.10478889705521025,6.9283181790813595,2.7316554885778723
2.760569713983149,0.7089305300172095,-0.2801087552090251,-0.10698350438940714,6.943316411576164,2.7462514569147656
2.774608761285467,0.6949929561426572,-0.2778312717523112,-0.10516289120470973,6.958497582752469,2.760569713983149
2.7883698881213967,0.6811272889711858,-0.27696209781581854,-0.1050709107764687,6.973858747003603,2.774608761285467
2.8018537004584534,0.6672449619610008,-0.2781104632107791,-0.1058484163525777,6.98939601487156,2.7883698881213967
2.815060596965672,0.6534844280487659,-0.2732446118470946,-0.10298264954652309,7.005106605452346,2.8018537004584534
2.827994135773313,0.6398875128043362,-0.2710526348396729,-0.10260215421806834,7.020986010284593,2.815060596965672
2.8406568404463655,0.6264013155570531,-0.2688231100879494,-0.10174880478199493,7.0370292688775935,2.827994135773313
2.8530484839126378,0.6126889193841514,-0.2779261867042643,-0.10712373172709871,7.053232117230085,2.8406568404463655
2.8651621559236293,0.598635383097692,-0.2832029151066436,-0.10848120921068011,7.069594210472887,2.8530484839126378
2.8769955910741905,0.5847958252703718,-0.27244356506146594,-0.10168163793780072,7.08611631781033,2.8651621559236293
2.8885554964378137,0.5712032099541374,-0.2714513065329178,-0.1029565517563381,7.102792814083695,2.8769955910741905
2.8998432334366058,0.5575480668569482,-0.27422260859270386,-0.10464588546494104,7.119617835588703,2.8885554964378137
2.9108579675710153,0.5439587775112518,-0.2701337648792638,-0.10193222144788425,7.136588935506997,2.8998432334366058
2.921600788648619,0.530274985980247,-0.276077581043252,-0.1058871129921462,7.153702267821332,2.9108579675710153
2.9320685007613814,0.5165061913293079,-0.2749002552023784,-0.10423545352113171,7.1709556282876035,2.921600788648619
2.9422611688733062,0.5027645760586092,-0.27478622484407766,-0.10437199847286713,7.1883466259612305,2.9320685007613814
2.9521789004106678,0.48900306255981685,-0.2755314089073739,-0.10480039585734813,7.20587170199294,2.9422611688733062
2.9618224022628126,0.47539261848450554,-0.26995592957855447,-0.1016133178398952,7.223527734085587,2.9521789004106678
2.9711943361576165,0.46176551071429706,-0.27429558068000404,-0.10493887371829508,7.241309995956743,2.9618224022628126
2.9802931311523455,0.4481380007754286,-0.2713668160115602,-0.10259690091689219,7.259215342082408,2.9711943361576165
2.9891212723257903,0.43471630453611176,-0.2664454057962576,-0.10039023591566643,7.277240451010984,2.9802931311523455
2.997682420578774,0.42140206017766846,-0.2661761091310981,-0.10107474043432116,7.295380242171447,2.9891212723257903
3.0059763071135794,0.4079465720379913,-0.27109879986207924,-0.10382301546067992,7.313630568938324,2.997682420578774
3.0139991641160395,0.3943196157088579,-0.2735156517933003,-0.10431736521449067,7.331989317022956,3.0059763071135794
3.021749491377781,0.38073935686904914,-0.27030963384624074,-0.10214843611241645,7.350454480385989,3.0139991641160395
3.0292287881223268,0.3671780711426257,-0.27184663099399603,-0.10353453008711787,7.369022283169548,3.021749491377781
3.036436058238935,0.35353542901360063,-0.2735349486130114,-0.10420149693742718,7.387689164871226,3.0292287881223268
